season,n,rmse,mae,bias,median_bias,r2,obs_mean
DJF,558,51.02818393862477,34.76412965359219,-16.84473859733134,-5.835361009784183,-0.23720179250679663,57.86856518457335
JJA,551,16.045024894500695,9.408591543512516,0.9922374169122644,3.4524530555704853,0.16504110745236023,17.21619810040777
MAM,607,16.356475567672796,10.199364997067025,1.3042394810108844,4.227044207885664,0.14284881569956098,19.415871899490188
SON,498,29.68411233888319,19.970633168400482,-9.166812640055985,-1.4349696651794126,-0.07772313494985994,35.80441502379594
