held_out_city,model_a,model_b,truncation_lag_h,dm_stat,p_value,significant_at_05
Dushanbe,idw_k5_p2,nearest_monitor,0,-9.13346820527724,0.0,True
Dushanbe,idw_k5_p2,nearest_monitor,24,-4.110133432467735,4.004169923410572e-05,True
Dushanbe,idw_k5_p2,nearest_monitor,48,-3.845240922839019,0.00012161308481828392,True
Dushanbe,idw_k5_p2,nearest_monitor,168,-3.292679114045675,0.0009978092219984358,True
Dushanbe,idw_k5_p2,nearest_monitor,336,-2.5827476510548864,0.009823890791371248,True
Dushanbe,idw_k5_p2,ordinary_kriging,0,2.4687815705586136,0.01358355717223425,True
Dushanbe,idw_k5_p2,ordinary_kriging,24,0.799910553664,0.4237925781202252,False
Dushanbe,idw_k5_p2,ordinary_kriging,48,0.6294587201131051,0.5290714558481038,False
Dushanbe,idw_k5_p2,ordinary_kriging,168,0.4694054850664672,0.6387959630630713,False
Dushanbe,idw_k5_p2,ordinary_kriging,336,0.5072728596447934,0.6119810143914988,False
Dushanbe,idw_k5_p2,training_pool_mean,0,1.304138286090615,0.1922337587806333,False
Dushanbe,idw_k5_p2,training_pool_mean,24,0.3771881540899476,0.7060464014912333,False
Dushanbe,idw_k5_p2,training_pool_mean,48,0.3019081451756613,0.7627319842581382,False
Dushanbe,idw_k5_p2,training_pool_mean,168,0.22812479817561973,0.8195565754395253,False
Dushanbe,idw_k5_p2,training_pool_mean,336,0.20146708559989232,0.8403398238395106,False
Dushanbe,nearest_monitor,ordinary_kriging,0,6.624235508918749,3.777267387761185e-11,True
Dushanbe,nearest_monitor,ordinary_kriging,24,2.4266522555409176,0.015266534440884216,True
Dushanbe,nearest_monitor,ordinary_kriging,48,1.9805258412888065,0.04768760694481777,True
Dushanbe,nearest_monitor,ordinary_kriging,168,1.4861901537519717,0.1372785312232827,False
Dushanbe,nearest_monitor,ordinary_kriging,336,1.5934111266058613,0.11111781671601717,False
Dushanbe,nearest_monitor,training_pool_mean,0,4.1376566902218395,3.554095177826788e-05,True
Dushanbe,nearest_monitor,training_pool_mean,24,1.247246451201716,0.21235319409052988,False
